id,target_name_ar,sentence,subject,relation,object,evidence,split,pep_sentence
99,اصايل  الشمري,الأولى مكرر بـ ٠٠١٪ علمي بمدرسة عمرة بنت رواحة الثانوية نورا فارس الهاملي أصايل الشمري: تنظيم الوقت والمثابرة والتشجيع المستمر من الأهل والمدرسة من أسباب تفوقي قالت الطالبة المتفوقة الحاصلة على نسبة ٢٫٦٩٪ بالقسم العلمي في مدرسة الاكاديمية الكويتية ثنائية اللغة,,,,,,False
100,سليمان  الكندري,مقتل الكويتي سليمان الكندري في سوريا وهو ابن النايب السابق جمال الكندري المتهم بالنصب والاحتيال [الارشيف],,,,,,False
101,سليمان  الكندري,"الراا والراا الاخر > ملتقا الدول العربيه > منتدا الكويت والسياسه المحليه > مقتل الكويتي سليمان الكندري في سوريا وهو ابن النايب السابق جمال الكندري المتهم بالنصب والاحتيال المساعد الشخصي الرقمي مشاهده النسخه كامله : مقتل الكويتي سليمان الكندري في سوريا وهو ابن النايب السابق جمال الكندري المتهم بالنصب والاحتيال JABER 08-07-2015, 01:10 AM مقتل الكويتي سليمان الكندري في سوريا وهو ابن النايب السابق جمال الكندري المتهم بالنصب والاحتيال بالملايين http://9oti",,,,,,False
102,سليمان  الكندري,png سليمان الكندرا متورط باخفاء الارهابي محسن الفضلي في منزل والده لمده خمسه سنين 2015/08/06 اكدتمتهم ب انباء وارده من سوريا مقتل سليمان الكندري ابن النايب السابق جمال الكندري اثناء قصف لقوات التحالف علا الجماعات المسلحه في سوريا,,,,,,False
103,سليمان  الكندري,"08-07-2015, 06:37 AM جريده الراي تكشف عن علاقات الارهابي محسن الفضلي بعذبي الفهد وسليمان الكندري ابن نايب الرميثيه السابق http://www",,,,,,False
104,سليمان  الكندري,صقر الملا مستقبلا المتسابق سليمان الكندري استقبل نايب المدير العام للهييه العامه للرياضه لشوون الرياضه التنافسيه د,,,,,,False
105,سليمان  الكندري,سوريه سليمان الكندري ( نقلا عن تويتر) 7 اغسطس 2015 12:00 ص اكدت مصادر جهاديه مقتل سليمان الكندري (نجل النايب السابق جمال الكندري) المكنا ب «ابو الحارث الكويتي» في سوريه,,,,,,False
106,سليمان  الكندري,وهنا الفريق الفهد الملازم اول/ سليمان الكندري,,,,,,False
107,فيصل  الديحاني,مدير اداره العلاقات العامه والاعلام الامني في وزاره الداخليه العقيد فيصل الديحاني: كلمات سمو الامير الشيخ مشعل الاحمد عن وحده الوطن وتماسكه لابد ان نترجمها الا افعال,,,,,,True
108,بدر الظفيري,بدر الظفيري خلال اطلاق حمله «الكويت للتوعيه من سرطان البروستاتا عند الخمسين» التي تنظمها الحمله الوطنيه للتوعيه بمرض السرطان «كان» برعايه وزير الصحه د,,,,,,False
109,خالد حسين عبد علي عبدالرحيم الشطي,الموسوعه الحره معلومات شخصيه اسم الولاده خالد حسين عبد علي عبد الرحيم الشطي الميلاد ديسمبر 1970 (العمر 56 سنه) الجنسيه الديانه مسلم عايله الشطي مناصب الحياه العمليه التعلم بكالوريوس حقوق من جامعه الكويت المهنه محامي الحزب شيعي,,,,,,False
110,خالد حسين عبد علي عبدالرحيم الشطي,تعديل خالد حسين عبد علي عبد الرحيم الشطي نايب سابق في مجلس الامه الكويتي 1 من مواليد 1970,,,,,,True
111,مهند طلال أحمد ساير الشحنان الساير,- الفايز الثالث: مهند طلال احمد ساير الشحنان الساير,,,,,,False
112,ناصر صنهات ساير العصيمي,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده ناصر صنهات ساير العصيمي تاريخ الميلاد سنه 1926 الوفاه سنه 1982 (55-56 سنه) الولايات المتحده مكان الدفن مقبره الصليبيخات مواطنه الكويت الحياه العمليه المهنه سياسي تعديل مصدري,,,,,,True
113,ناصر صنهات ساير العصيمي,تعديل ناصر صنهات ساير العصيمي نايب سابق في سيرته نايب سابق في,,,,,,True
114,ناصر صنهات ساير العصيمي,"شاركات: 2,002 بناء علا المرسوم رقم (9) الصادر في عام 196م الخاص بقانون المختارين تم الاعلان عن نتايج انتخاب مختار لمنطقه خيطان في تاريخ 25 يناير 1961م وكانت نتيجه الانتخاب هو فوز المرحوم ناصر صنهات العصيمي ليصبح مختارا لمنطقه خيطان وتم نشر هذا الاعلان في"" صحيفه الكويت اليوم"" ويلاحظ ان رييس لجنه المختارين في تلك الفتره هو صاحب السمو امير البلاد الشيخ صباح الاحمد الصباح وهي المره الاولي والاخيره التي يتم بها انتخاب مختار للمناطق في الكويت حيث اصبح بعد عام 1961م بالت",,,,,,True
115,ناصر صنهات ساير العصيمي,شاركات: 2 اقر المجلس البلدي بجلسته بتاريخ 15 ابريل 2013 التوصيات المقترحه من قبل لجنه دراسه اقتراحات تسميات المدن والقرا والضواحي والمناطق والطرق والشوارع والميادين بشان اطلاق اسم ناصر صنهات العصيمي علا شارع رقم 73 بمنطقه خيطان http://www,,,,,,False
116,ناصر صنهات ساير العصيمي,"القصور المشاركات: 2,002 بناء علا المرسوم رقم (9) الصادر في عام 196م الخاص بقانون المختارين تم الاعلان عن نتايج انتخاب مختار لمنطقه خيطان في تاريخ 25 يناير 1961م وكانت نتيجه الانتخاب هو فوز المرحوم ناصر صنهات العصيمي ليصبح مختارا لمنطقه خيطان وتم نشر هذا الاعلان في"" صحيفه الكويت اليوم"" ويلاحظ ان رييس لجنه المختارين في تلك الفتره هو صاحب السمو امير البلاد الشيخ صباح الاحمد الصباح وهي المره الاولي والاخيره التي يتم بها انتخاب مختار للمناطق في الكويت",,,,,,True
117,ناصر صنهات ساير العصيمي,مشاري محمد مطلق عبدالرحمن العصيمي وليد مناحي صنهات ساير العصيمي عبدالسلام مناحي مناحي صنهات العصيمي محمد عبدالمحسن فراج العصيمي ناصر احمد عبدالله العصيمي ناصر صنهات ساير العصيمي سعود محمد مطلق عبدالرحمن العصيمي وزير فهد عبدالله عيد ناشر العصيمي عبدالله شرار هذال ناشي العصيمي حسين نوح صقر عايض العصيمي مشعل مسفر عبدالرحمن شنان العصيمي مطلق عامر طريف عايض العصيمي تركي غايب تركي سعدي العصيمي Comments & Questions Michael Herb,,,,,,False
